External ID,Work Item Type,Parent ID,Epic Name,Title,User Story / Summary,Description,Acceptance Criteria,Priority,Story Points,Wave,Legacy Reference,Dependency IDs,Dependency Notes,Module / Domain,Tags,Proposed Status,Azure Area Path,Azure Iteration Path,Jira Issue Type,Jira Epic Name,Notes
US-06.03,User Story,EP-06,"Excepciones operativas, SLA y task manager interno",Crear tareas programadas,Como usuario interno quiero crear tareas programadas para mí o para un compañero y recibir alertas persistentes hasta resolverlas o posponerlas.,Como usuario interno quiero crear tareas programadas para mí o para un compañero y recibir alertas persistentes hasta resolverlas o posponerlas.,"- Una tarea puede vincularse o no a expediente, tener vencimiento y usuario asignado.
- La alerta no desaparece por cambiar de pantalla; exige resolver o posponer con nueva fecha.
- Toda tarea conserva histórico de cambios de estado y comentarios.",P1,3,Wave 2,"nueva tarea, bocadillo persistente",,motor de notificaciones,"Excepciones operativas, SLA y task manager interno",ERP;Siniestros;EP-06;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Excepciones operativas, SLA y task manager interno",
US-06.04,User Story,EP-06,"Excepciones operativas, SLA y task manager interno",Un panel kanban/listado de tareas internas,Como supervisor quiero un panel kanban/listado de tareas internas para controlar carga administrativa y tiempos de respuesta del equipo.,Como supervisor quiero un panel kanban/listado de tareas internas para controlar carga administrativa y tiempos de respuesta del equipo.,"- Las tareas pueden filtrarse por estado, usuario, prioridad y expediente.
- El panel permite cambio de estado con trazabilidad y sin pérdida de contexto.
- Los tiempos de resolución alimentan métricas de rendimiento administrativo.",P1,3,Wave 2,productividad administrativa,EP-06,EP-06.03,"Excepciones operativas, SLA y task manager interno",ERP;Siniestros;EP-06;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Excepciones operativas, SLA y task manager interno",
US-06.05,User Story,EP-06,"Excepciones operativas, SLA y task manager interno","Pausar o recalcular los SLA considerando festivos, urgencias y estados suspendidos","Como motor de negocio quiero pausar o recalcular los SLA considerando festivos, urgencias y estados suspendidos para medir correctamente el cumplimiento.","Como motor de negocio quiero pausar o recalcular los SLA considerando festivos, urgencias y estados suspendidos para medir correctamente el cumplimiento.","- El cálculo SLA distingue tiempo objetivo, tiempo suspendido y tiempo efectivo.
- Los festivos y pausas justificadas no penalizan indebidamente los indicadores.
- Las reglas de recálculo son configurables por compañía y tipo de servicio.",P1,3,Wave 2,módulo de festivos relacionado con eventos,,calendario laboral y reglas,"Excepciones operativas, SLA y task manager interno",ERP;Siniestros;EP-06;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Excepciones operativas, SLA y task manager interno",
EP-07,Epic,,"Baremos, presupuesto y validación técnica","Baremos, presupuesto y validación técnica","Traducir la ejecución técnica a conceptos económicos estructurados y auditables, listos para facturación y control de margen.","Traducir la ejecución técnica a conceptos económicos estructurados y auditables, listos para facturación y control de margen.",,P1,12,Wave 2,panel_control.php baremos; seguimiento > económicos; presupuesto legacy,,,"Baremos, presupuesto y validación técnica",ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave2,Epic,"Baremos, presupuesto y validación técnica",Fila agregadora para importación jerárquica
US-07.01,User Story,EP-07,"Baremos, presupuesto y validación técnica","Mantener baremos jerárquicos por compañía, especialidad y partida","Como responsable de tarifas quiero mantener baremos jerárquicos por compañía, especialidad y partida para soportar precios de cliente y de operario.","Como responsable de tarifas quiero mantener baremos jerárquicos por compañía, especialidad y partida para soportar precios de cliente y de operario.","- Cada partida guarda código, descripción, especialidad, precio cliente, precio operario, cantidad y flags de uso.
- Puede importarse y actualizarse información masiva mediante CSV con validación de columnas.
- Las modificaciones de tarifa quedan versionadas con fecha de vigencia.",P1,3,Wave 2,panel_control.php,EP-03,EP-03 compañías y operarios,"Baremos, presupuesto y validación técnica",ERP;Siniestros;EP-07;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Baremos, presupuesto y validación técnica",
US-07.02,User Story,EP-07,"Baremos, presupuesto y validación técnica","Construir un presupuesto seleccionando especialidad, epígrafe y trabajos aplicables","Como tramitador quiero construir un presupuesto seleccionando especialidad, epígrafe y trabajos aplicables para estructurar correctamente el coste del expediente.","Como tramitador quiero construir un presupuesto seleccionando especialidad, epígrafe y trabajos aplicables para estructurar correctamente el coste del expediente.","- La interfaz permite añadir conceptos, cantidades, observaciones y descuentos autorizados.
- Los conceptos heredados de baremo pueden marcarse como libres solo si la regla lo permite.
- El presupuesto calcula automáticamente subtotales, descuentos e IVA aplicable.",P1,3,Wave 2,árbol de presupuesto,,baremos disponibles,"Baremos, presupuesto y validación técnica",ERP;Siniestros;EP-07;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Baremos, presupuesto y validación técnica",
US-07.03,User Story,EP-07,"Baremos, presupuesto y validación técnica",Validar trabajos realizados e informe de operario antes de cerrar técnicamente el expediente,Como supervisor quiero validar trabajos realizados e informe de operario antes de cerrar técnicamente el expediente para asegurar consistencia entre lo ejecutado y lo facturable.,Como supervisor quiero validar trabajos realizados e informe de operario antes de cerrar técnicamente el expediente para asegurar consistencia entre lo ejecutado y lo facturable.,"- No puede marcarse expediente como finalizado si no existe informe operativo asociado.
- La validación visual diferencia conceptos pendientes, validados y rechazados.
- Toda corrección posterior a la validación genera nueva versión o rastro de auditoría.",P1,3,Wave 2,validación en verde y finalización,,parte recibido,"Baremos, presupuesto y validación técnica",ERP;Siniestros;EP-07;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Baremos, presupuesto y validación técnica",
US-07.04,User Story,EP-07,"Baremos, presupuesto y validación técnica",Calcular margen previsto por expediente y desviación frente a baremo,Como sistema quiero calcular margen previsto por expediente y desviación frente a baremo para ayudar a controlar rentabilidad antes de facturar.,Como sistema quiero calcular margen previsto por expediente y desviación frente a baremo para ayudar a controlar rentabilidad antes de facturar.,"- El sistema calcula coste estimado, ingreso estimado y margen por expediente y por partida.
- Las desviaciones sobre descuentos o importes fuera de baremo quedan resaltadas.
- La información está disponible para supervisor, financiero y BI.",P1,3,Wave 2,precio cliente vs precio operario,"EP-05, EP-07",EP-07.01 y EP-05,"Baremos, presupuesto y validación técnica",ERP;Siniestros;EP-07;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Baremos, presupuesto y validación técnica",
EP-08,Epic,,"Facturación, cobro y tesorería","Facturación, cobro y tesorería","Garantizar que todo expediente finalizado se facture, se envíe por el protocolo correcto y se controle hasta el cobro.","Garantizar que todo expediente finalizado se facture, se envíe por el protocolo correcto y se controle hasta el cobro.",,P1,25,Wave 2,"facturar_07.php, informes_facturas.php, empresa.php prefijo factura, form_compania forma de pago/cuenta bancaria",,,"Facturación, cobro y tesorería",ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave2,Epic,"Facturación, cobro y tesorería",Fila agregadora para importación jerárquica
US-08.01,User Story,EP-08,"Facturación, cobro y tesorería","Emitir facturas desde expedientes finalizados con series, numeración y forma de pago correctas","Como financiero quiero emitir facturas desde expedientes finalizados con series, numeración y forma de pago correctas para evitar errores contables.","Como financiero quiero emitir facturas desde expedientes finalizados con series, numeración y forma de pago correctas para evitar errores contables.","- El sistema no permite facturar expedientes no finalizados o sin conceptos validados.
- La numeración respeta serie, prefijo y secuencia sin duplicidades.
- La factura conserva vínculo trazable con expediente, compañía, empresa y partidas de origen.",P1,5,Wave 2,"numero, fecha_factura, facturacion_series_id_serie, forma_pago, cuenta_bancaria",EP-07,EP-07 validación técnica,"Facturación, cobro y tesorería",ERP;Siniestros;EP-08;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Facturación, cobro y tesorería",
US-08.02,User Story,EP-08,"Facturación, cobro y tesorería",Enviar la factura por el canal exigido por cada cliente,Como sistema quiero enviar la factura por el canal exigido por cada cliente para automatizar la salida documental y reducir trabajo manual.,Como sistema quiero enviar la factura por el canal exigido por cada cliente para automatizar la salida documental y reducir trabajo manual.,"- Cada compañía puede definir envío por email, API, portal o formato estructurado específico.
- El resultado del envío queda registrado con fecha, acuse o error detallado.
- Los fallos de transmisión generan cola de reintento y alerta operativa.",P1,5,Wave 2,protocolo de comunicación por compañía,,maestros de compañía e integración,"Facturación, cobro y tesorería",ERP;Siniestros;EP-08;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Facturación, cobro y tesorería",
US-08.03,User Story,EP-08,"Facturación, cobro y tesorería",Una bandeja de pendientes de facturar,Como financiero quiero una bandeja de pendientes de facturar para detectar expedientes cerrados que aún no han generado factura.,Como financiero quiero una bandeja de pendientes de facturar para detectar expedientes cerrados que aún no han generado factura.,"- La bandeja lista expedientes finalizados sin factura emitida.
- Puede filtrarse por compañía, empresa, fecha de finalización y responsable.
- La salida de la bandeja es automática al emitirse correctamente la factura.",P1,5,Wave 2,pendientes de facturar,,estados de expediente,"Facturación, cobro y tesorería",ERP;Siniestros;EP-08;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Facturación, cobro y tesorería",
US-08.04,User Story,EP-08,"Facturación, cobro y tesorería",Una bandeja de facturas caducadas,Como financiero quiero una bandeja de facturas caducadas para reclamar cobros no recibidos dentro del plazo previsto.,Como financiero quiero una bandeja de facturas caducadas para reclamar cobros no recibidos dentro del plazo previsto.,"- Una factura pasa a caducada según regla de vencimiento y estado de cobro.
- La bandeja permite registrar gestiones de reclamación y próximo seguimiento.
- Las facturas cobradas salen automáticamente de la bandeja y actualizan tesorería.",P1,5,Wave 2,facturas caducadas,,calendario de cobro y conciliación,"Facturación, cobro y tesorería",ERP;Siniestros;EP-08;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Facturación, cobro y tesorería",
US-08.05,User Story,EP-08,"Facturación, cobro y tesorería",Exportar facturas y asientos a Excel/CSV/ContaPlus,Como contabilidad quiero exportar facturas y asientos a Excel/CSV/ContaPlus para integrarme con el ecosistema financiero existente.,Como contabilidad quiero exportar facturas y asientos a Excel/CSV/ContaPlus para integrarme con el ecosistema financiero existente.,"- La exportación respeta filtros por empresa, banco, compañía, serie y estados.
- Los formatos generados son consistentes con el esquema de importación objetivo.
- Toda exportación queda registrada con usuario, fecha, parámetros y fichero generado.",P1,5,Wave 2,"informes_facturas.php, subcuentas y exportación",,estructura contable,"Facturación, cobro y tesorería",ERP;Siniestros;EP-08;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,"Facturación, cobro y tesorería",
EP-09,Epic,,Proveedores y logística de materiales,Proveedores y logística de materiales,Controlar pedidos de material vinculados al expediente y evitar paralizaciones por falta de suministro.,Controlar pedidos de material vinculados al expediente y evitar paralizaciones por falta de suministro.,,P1,20,Wave 2,"pedidos a recoger, pedidos caducados, proveedores",,,Proveedores y logística de materiales,ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave2,Epic,Proveedores y logística de materiales,Fila agregadora para importación jerárquica
US-09.01,User Story,EP-09,Proveedores y logística de materiales,"Crear pedidos de material ligados al expediente, proveedor y fecha límite","Como tramitador quiero crear pedidos de material ligados al expediente, proveedor y fecha límite para gestionar correctamente la logística de la reparación.","Como tramitador quiero crear pedidos de material ligados al expediente, proveedor y fecha límite para gestionar correctamente la logística de la reparación.","- Cada pedido incluye proveedor, materiales, cantidades, fecha límite y visita asociada si aplica.
- El pedido queda visible en el expediente y en el centro logístico.
- Las modificaciones posteriores quedan auditadas y notificadas al proveedor cuando procede.",P1,5,Wave 2,"módulo proveedores, deadline de entrega",,maestros de proveedor,Proveedores y logística de materiales,ERP;Siniestros;EP-09;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,Proveedores y logística de materiales,
US-09.02,User Story,EP-09,Proveedores y logística de materiales,Notificar al proveedor por email o portal ligero con enlace seguro,Como sistema quiero notificar al proveedor por email o portal ligero con enlace seguro para confirmar disponibilidad del material.,Como sistema quiero notificar al proveedor por email o portal ligero con enlace seguro para confirmar disponibilidad del material.,"- El proveedor recibe detalle del pedido y una acción segura de confirmación.
- La confirmación cambia el estado a listo para recoger y genera evento al ERP.
- Las confirmaciones inválidas, duplicadas o caducadas se rechazan de forma controlada.",P1,5,Wave 2,"web app proveedor, magic link",,conectores de mensajería,Proveedores y logística de materiales,ERP;Siniestros;EP-09;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,Proveedores y logística de materiales,
US-09.03,User Story,EP-09,Proveedores y logística de materiales,Una bandeja de pedidos a recoger,Como tramitador quiero una bandeja de pedidos a recoger para reactivar rápidamente la planificación cuando el material esté listo.,Como tramitador quiero una bandeja de pedidos a recoger para reactivar rápidamente la planificación cuando el material esté listo.,"- La bandeja muestra pedidos confirmados y pendientes de cita de recogida o nueva visita.
- Desde la bandeja puede abrirse el expediente y lanzar nueva planificación.
- El pedido desaparece de la bandeja cuando se recoge o se consume en la visita posterior.",P1,5,Wave 2,pedidos a recoger,EP-09,EP-09.02,Proveedores y logística de materiales,ERP;Siniestros;EP-09;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,Proveedores y logística de materiales,
US-09.04,User Story,EP-09,Proveedores y logística de materiales,Detectar pedidos caducados y retrasos de proveedor,Como supervisor quiero detectar pedidos caducados y retrasos de proveedor para anticiparme a reclamaciones y renegociar plazos.,Como supervisor quiero detectar pedidos caducados y retrasos de proveedor para anticiparme a reclamaciones y renegociar plazos.,"- Un monitor periódico identifica pedidos vencidos sin confirmación.
- La bandeja de caducados permite filtrar por proveedor, expediente, antigüedad y compañía.
- El sistema registra acciones correctivas y causa de cierre del retraso.",P1,5,Wave 2,pedidos caducados,,deadlines operativos,Proveedores y logística de materiales,ERP;Siniestros;EP-09;Wave2,Propuesto,ERP\Siniestros,Wave2,Story,Proveedores y logística de materiales,
EP-10,Epic,,"BI, reporting y autofacturación","BI, reporting y autofacturación","Explotar la información operativa y financiera para dirección, control de rentabilidad y gestión de subcontratados.","Explotar la información operativa y financiera para dirección, control de rentabilidad y gestión de subcontratados.",,P2,20,Wave 3,"informes_facturas.php, cuadro de gerencia, autofacturación subcontratas",,,"BI, reporting y autofacturación",ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave3,Epic,"BI, reporting y autofacturación",Fila agregadora para importación jerárquica
US-10.01,User Story,EP-10,"BI, reporting y autofacturación","Un cuadro de mando con KPIs operativos, financieros y administrativos","Como dirección quiero un cuadro de mando con KPIs operativos, financieros y administrativos para gestionar la empresa con datos fiables.","Como dirección quiero un cuadro de mando con KPIs operativos, financieros y administrativos para gestionar la empresa con datos fiables.","- El dashboard muestra volumen de expedientes, SLA, margen, facturación, cobro y productividad.
- Las métricas pueden filtrarse por rango temporal, empresa, compañía, gremio y operario.
- Las cifras visibles coinciden con las fuentes transaccionales auditadas o con vistas materializadas validadas.",P2,5,Wave 3,cuadro de gerencia,,modelos de datos consolidados,"BI, reporting y autofacturación",ERP;Siniestros;EP-10;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,"BI, reporting y autofacturación",
US-10.02,User Story,EP-10,"BI, reporting y autofacturación","Análisis de rentabilidad por expediente, compañía, gremio y operario","Como responsable operativo quiero análisis de rentabilidad por expediente, compañía, gremio y operario para identificar fugas de margen.","Como responsable operativo quiero análisis de rentabilidad por expediente, compañía, gremio y operario para identificar fugas de margen.","- El sistema calcula ingresos, costes y margen real y previsto en los cortes definidos.
- Puede detectarse desvío respecto a baremo, incidencias recurrentes y expedientes deficitarios.
- Los indicadores pueden exportarse a formatos explotables por negocio.",P2,5,Wave 3,rentabilidad por operario,"EP-07, EP-08",EP-07 y EP-08,"BI, reporting y autofacturación",ERP;Siniestros;EP-10;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,"BI, reporting y autofacturación",
US-10.03,User Story,EP-10,"BI, reporting y autofacturación",Reporting masivo de facturas con filtros avanzados y generación de PDFs o lotes exportables,Como contabilidad quiero reporting masivo de facturas con filtros avanzados y generación de PDFs o lotes exportables para cierres periódicos.,Como contabilidad quiero reporting masivo de facturas con filtros avanzados y generación de PDFs o lotes exportables para cierres periódicos.,"- El informe permite filtrar por empresa, banco, compañía, serie, estados y rango de fechas.
- Puede obtenerse vista en pantalla, exportación tabular y documentos en lote.
- La ejecución respeta umbrales de rendimiento y paginación para grandes volúmenes.",P2,5,Wave 3,informes_facturas.php,,motor de informes,"BI, reporting y autofacturación",ERP;Siniestros;EP-10;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,"BI, reporting y autofacturación",
US-10.04,User Story,EP-10,"BI, reporting y autofacturación",Generar autofacturación mensual de subcontratados,Como financiero quiero generar autofacturación mensual de subcontratados para liquidar de forma controlada la red externa.,Como financiero quiero generar autofacturación mensual de subcontratados para liquidar de forma controlada la red externa.,"- El sistema identifica expedientes y conceptos liquidables por operario externo y período.
- La autofactura utiliza prefijo, datos fiscales y cuenta bancaria del operario.
- Antes de emitir, el usuario puede revisar importes, exclusiones y duplicidades potenciales.",P2,5,Wave 3,"prefijo_factura operario, autofacturación",,maestros de operario y trabajos liquidados,"BI, reporting y autofacturación",ERP;Siniestros;EP-10;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,"BI, reporting y autofacturación",
EP-11,Epic,,Portal de peritos y auditoría técnica,Portal de peritos y auditoría técnica,Permitir a peritos externos revisar evidencias y emitir instrucciones sin bloquear el expediente en correo o canales paralelos.,Permitir a peritos externos revisar evidencias y emitir instrucciones sin bloquear el expediente en correo o canales paralelos.,,P2,11,Wave 3,seguimiento perito; pendientes por instrucciones periciales,,,Portal de peritos y auditoría técnica,ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave3,Epic,Portal de peritos y auditoría técnica,Fila agregadora para importación jerárquica
US-11.01,User Story,EP-11,Portal de peritos y auditoría técnica,Acceder solo a los expedientes que tengo asignados,Como perito quiero acceder solo a los expedientes que tengo asignados para revisar el caso sin exponer información sensible de otros clientes.,Como perito quiero acceder solo a los expedientes que tengo asignados para revisar el caso sin exponer información sensible de otros clientes.,"- El portal muestra únicamente expedientes asignados al perito autenticado.
- No se exponen datos financieros ni configuraciones internas ajenas a la revisión técnica.
- Los accesos y visualizaciones relevantes quedan auditados.",P2,3,Wave 3,pestaña perito,,RBAC y asignación de perito,Portal de peritos y auditoría técnica,ERP;Siniestros;EP-11;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de peritos y auditoría técnica,
US-11.02,User Story,EP-11,Portal de peritos y auditoría técnica,"Visualizar parte, documentos y evidencias gráficas","Como perito quiero visualizar parte, documentos y evidencias gráficas para emitir criterio técnico sin desplazarme cuando no sea necesario.","Como perito quiero visualizar parte, documentos y evidencias gráficas para emitir criterio técnico sin desplazarme cuando no sea necesario.","- El portal muestra PDF, imágenes y datos esenciales del siniestro en modo solo lectura.
- Los archivos se sirven de forma segura con autorización temporal o proxy controlado.
- Las evidencias cargan con rendimiento aceptable incluso en expedientes con múltiples adjuntos.",P2,3,Wave 3,parte y fotos del expediente,EP-05,EP-05 y gestión documental,Portal de peritos y auditoría técnica,ERP;Siniestros;EP-11;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de peritos y auditoría técnica,
US-11.03,User Story,EP-11,Portal de peritos y auditoría técnica,Emitir instrucciones o aprobación desde el portal,Como perito quiero emitir instrucciones o aprobación desde el portal para desbloquear o redirigir el flujo del expediente.,Como perito quiero emitir instrucciones o aprobación desde el portal para desbloquear o redirigir el flujo del expediente.,"- La instrucción queda registrada en la timeline del expediente con autor y fecha.
- El envío puede cambiar el estado de pendiente a reactivado si la regla de negocio lo permite.
- La oficina recibe notificación inmediata y trazable de la resolución pericial.",P2,5,Wave 3,espera de instrucciones periciales,,timeline y motor de eventos,Portal de peritos y auditoría técnica,ERP;Siniestros;EP-11;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de peritos y auditoría técnica,
EP-12,Epic,,Portal de transparencia para el asegurado / cliente final,Portal de transparencia para el asegurado / cliente final,Reducir llamadas y mejorar la experiencia del asegurado mediante un enlace seguro de seguimiento y gestión de cita.,Reducir llamadas y mejorar la experiencia del asegurado mediante un enlace seguro de seguimiento y gestión de cita.,,P2,14,Wave 3,"comunicaciones con asegurados, seguimiento externo",,,Portal de transparencia para el asegurado / cliente final,ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave3,Epic,Portal de transparencia para el asegurado / cliente final,Fila agregadora para importación jerárquica
US-12.01,User Story,EP-12,Portal de transparencia para el asegurado / cliente final,Recibir un enlace seguro sin registro,Como cliente final quiero recibir un enlace seguro sin registro para consultar el estado de mi expediente desde el móvil.,Como cliente final quiero recibir un enlace seguro sin registro para consultar el estado de mi expediente desde el móvil.,"- El enlace se genera con token temporal y acceso acotado al expediente correspondiente.
- La vista muestra solo información permitida: estado, cita, contacto y evolución general.
- El acceso no requiere usuario/contraseña y caduca según política definida.",P2,3,Wave 3,seguimiento para asegurado,"EP-02, EP-04",EP-04 cita y EP-02 comunicaciones,Portal de transparencia para el asegurado / cliente final,ERP;Siniestros;EP-12;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de transparencia para el asegurado / cliente final,
US-12.02,User Story,EP-12,Portal de transparencia para el asegurado / cliente final,"Ver la cita, la franja horaria y los datos básicos del operario","Como cliente final quiero ver la cita, la franja horaria y los datos básicos del operario para ganar confianza y reducir incertidumbre.","Como cliente final quiero ver la cita, la franja horaria y los datos básicos del operario para ganar confianza y reducir incertidumbre.","- La pantalla muestra fecha, hora, estado de la cita y nombre o identificación autorizada del técnico.
- La información se actualiza si la cita se reprograma.
- No se muestran datos internos o sensibles del operario más allá de lo permitido.",P2,3,Wave 3,confirmación de cita,,planificación y maestros de operario,Portal de transparencia para el asegurado / cliente final,ERP;Siniestros;EP-12;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de transparencia para el asegurado / cliente final,
US-12.03,User Story,EP-12,Portal de transparencia para el asegurado / cliente final,Confirmar o solicitar cambio de cita desde el portal,Como cliente final quiero confirmar o solicitar cambio de cita desde el portal para reducir fricción y llamadas al call center.,Como cliente final quiero confirmar o solicitar cambio de cita desde el portal para reducir fricción y llamadas al call center.,"- El cliente puede confirmar asistencia o solicitar nueva franja con motivo.
- La acción queda registrada en la timeline del expediente y notifica a la oficina.
- Las solicitudes fuera de plazo o incompatibles se gestionan con mensaje claro y ruta alternativa.",P2,5,Wave 3,comunicación con asegurado,EP-04,EP-04,Portal de transparencia para el asegurado / cliente final,ERP;Siniestros;EP-12;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de transparencia para el asegurado / cliente final,
US-12.04,User Story,EP-12,Portal de transparencia para el asegurado / cliente final,Recoger valoración final del servicio,Como negocio quiero recoger valoración final del servicio para medir satisfacción y cerrar el expediente con feedback del cliente.,Como negocio quiero recoger valoración final del servicio para medir satisfacción y cerrar el expediente con feedback del cliente.,"- Tras la finalización, el portal puede mostrar encuesta o NPS configurado.
- Las respuestas se almacenan vinculadas al expediente y al canal de recogida.
- Los resultados alimentan reporting de calidad y no afectan al cierre económico salvo regla expresa.",P2,3,Wave 3,encuestas y calidad,,expediente finalizado,Portal de transparencia para el asegurado / cliente final,ERP;Siniestros;EP-12;Wave3,Propuesto,ERP\Siniestros,Wave3,Story,Portal de transparencia para el asegurado / cliente final,
EP-13,Epic,,"Migración, calidad de datos y transición desde PWGS","Migración, calidad de datos y transición desde PWGS","Permitir una transición ordenada desde el ERP heredado asegurando equivalencia funcional, trazabilidad y limpieza de datos.","Permitir una transición ordenada desde el ERP heredado asegurando equivalencia funcional, trazabilidad y limpieza de datos.",,P0,37,Wave 0-2,Anexo de transición PWGS completo,,,"Migración, calidad de datos y transición desde PWGS",ERP;Siniestros;Epic,Propuesto,ERP\Siniestros,Wave0-2,Epic,"Migración, calidad de datos y transición desde PWGS",Fila agregadora para importación jerárquica
US-13.01,User Story,EP-13,"Migración, calidad de datos y transición desde PWGS",Una matriz campo a campo entre PWGS y el nuevo ERP,Como responsable de migración quiero una matriz campo a campo entre PWGS y el nuevo ERP para evitar pérdida funcional y ambigüedad en el rediseño.,Como responsable de migración quiero una matriz campo a campo entre PWGS y el nuevo ERP para evitar pérdida funcional y ambigüedad en el rediseño.,"- Cada campo legacy se asigna a entidad destino, atributo nuevo, regla de transformación y criticidad.
- Los campos obsoletos, fusionados o reemplazados quedan justificados explícitamente.
- La matriz se mantiene versionada y aprobada por negocio y tecnología.",P0,8,Wave 0-2,anexo 18 completo,,documento maestro v3,"Migración, calidad de datos y transición desde PWGS",ERP;Siniestros;EP-13;Wave0-2,Propuesto,ERP\Siniestros,Wave0-2,Story,"Migración, calidad de datos y transición desde PWGS",
US-13.02,User Story,EP-13,"Migración, calidad de datos y transición desde PWGS","Definir reglas de calidad, normalización y deduplicación","Como data architect quiero definir reglas de calidad, normalización y deduplicación para migrar expedientes, compañías, operarios y baremos con consistencia.","Como data architect quiero definir reglas de calidad, normalización y deduplicación para migrar expedientes, compañías, operarios y baremos con consistencia.","- Se definen reglas de formato para NIF, teléfonos, direcciones, IBAN, códigos y correos.
- El proceso detecta duplicados y propone estrategia de consolidación o rechazo.
- Las incidencias de calidad generan reporte accionable antes de la carga definitiva.",P0,8,Wave 0-2,maestros y formularios PWGS,,inventario de datos,"Migración, calidad de datos y transición desde PWGS",ERP;Siniestros;EP-13;Wave0-2,Propuesto,ERP\Siniestros,Wave0-2,Story,"Migración, calidad de datos y transición desde PWGS",
US-13.03,User Story,EP-13,"Migración, calidad de datos y transición desde PWGS",Herramientas ETL reproducibles,Como equipo de implantación quiero herramientas ETL reproducibles para ejecutar cargas iniciales y parciales con control de errores.,Como equipo de implantación quiero herramientas ETL reproducibles para ejecutar cargas iniciales y parciales con control de errores.,"- Las cargas pueden ejecutarse en modo simulación y modo real con trazabilidad completa.
- Cada corrida informa registros insertados, actualizados, rechazados y su motivo.
- El proceso puede reanudarse sin crear duplicados ni corromper datos ya migrados.",P0,8,Wave 0-2,toda la base legacy,,matriz y reglas de calidad,"Migración, calidad de datos y transición desde PWGS",ERP;Siniestros;EP-13;Wave0-2,Propuesto,ERP\Siniestros,Wave0-2,Story,"Migración, calidad de datos y transición desde PWGS",
US-13.04,User Story,EP-13,"Migración, calidad de datos y transición desde PWGS",Un periodo de coexistencia controlada con validación paralela,Como negocio quiero un periodo de coexistencia controlada con validación paralela para comparar resultados entre sistema legacy y nuevo ERP.,Como negocio quiero un periodo de coexistencia controlada con validación paralela para comparar resultados entre sistema legacy y nuevo ERP.,"- Se definen procesos críticos a contrastar en doble registro o reconciliación temporal.
- Existen informes de divergencias entre ambos sistemas con responsable de resolución.
- La salida a producción se aprueba solo tras cumplir umbrales acordados de consistencia.",P0,8,Wave 0-2,operación diaria PWGS,,entorno de preproducción,"Migración, calidad de datos y transición desde PWGS",ERP;Siniestros;EP-13;Wave0-2,Propuesto,ERP\Siniestros,Wave0-2,Story,"Migración, calidad de datos y transición desde PWGS",
US-13.05,User Story,EP-13,"Migración, calidad de datos y transición desde PWGS",Un plan de formación y transición por perfiles,Como responsable de implantación quiero un plan de formación y transición por perfiles para minimizar rechazo y asegurar adopción del nuevo flujo.,Como responsable de implantación quiero un plan de formación y transición por perfiles para minimizar rechazo y asegurar adopción del nuevo flujo.,"- Se identifican perfiles de usuario y itinerarios de formación específicos.
- Cada módulo core dispone de guías operativas y escenarios de prueba para negocio.
- Se recoge feedback post-implantación y se priorizan ajustes en un backlog evolutivo.",P0,5,Wave 0-2,procesos operativos actuales,,backlog priorizado y UX validada,"Migración, calidad de datos y transición desde PWGS",ERP;Siniestros;EP-13;Wave0-2,Propuesto,ERP\Siniestros,Wave0-2,Story,"Migración, calidad de datos y transición desde PWGS",
